system,question_id,question,gold_answer,predicted_answer,exact_match,f1,rouge_l,bleu_1,mrr,retrieval_precision
WEAR-RAG,5ab3e45655429976abd1bcd4,The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?,the North Atlantic Conference,The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as the North Atlantic Conference from 1988 to 1996. (Evidence 2),0.0,0.2308,0.2308,0.1304,1.0,0.4
WEAR-RAG,5ab29c24554299449642c932,Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?,yes,"Yes, both Giuseppe Verdi and Ambroise Thomas were opera composers.",0.0,0.1818,0.1818,0.1,1.0,0.4
WEAR-RAG,5ae0d4c9554299603e418468,Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years?,1969 until 1974,"Roger O. Egeberg served as Assistant Secretary for Health and Scientific Affairs during the Nixon administration, which was from 1969 until 1974.",0.0,0.25,0.25,0.1429,1.0,0.4
WEAR-RAG,5a8133725542995ce29dcbdb,"Which writer was from England, Henry Roth or Robert Erskine Childers?",Robert Erskine Childers DSC,Robert Erskine Childers was from England.,0.0,0.6,0.6,0.5,1.0,0.4
WEAR-RAG,5ae7a8175542993210983ed8,Which other Mexican Formula One race car driver has held the podium besides the Force India driver born in 1990?,Pedro Rodríguez,"Pedro Rodríguez, who won a grand prix. (Evidence 2)",0.0,0.4,0.4,0.25,1.0,0.4
WEAR-RAG,5ae6050f55429929b0807a5e,This singer of A Rather Blustery Day also voiced what hedgehog?,Sonic,"I don't know. The provided evidence does not mention any connection between Jim Cummings, the singer of ""A Rather Blustery Day"", and Sonic the Hedgehog.",0.0,0.0909,0.0909,0.0476,1.0,0.4
WEAR-RAG,5adddccd5542997dc7907069,"Aside from the Apple Remote, what other device can control the program Apple Remote was originally designed to interact with?",keyboard function keys,"The Apple Remote was originally designed to interact with the Front Row media program on the iSight iMac G5. Aside from the Apple Remote, the program can also be controlled by the keyboard function keys.",0.0,0.1875,0.1875,0.1034,1.0,0.6
WEAR-RAG,5ae2070a5542994d89d5b313,"Which performance act has a higher instrument to person ratio, Badly Drawn Boy or Wolf Alice? ",Badly Drawn Boy,"Badly Drawn Boy, as the evidence states that he wrote, produced, and played several instruments on his debut album ""The Hour of Bewilderbeast,"" which has eighteen tracks. Therefore, the instrument to person ratio for Badly Drawn Boy is higher than Wolf Alice, a four-piece band.",0.0,0.1364,0.1364,0.0732,1.0,0.4
WEAR-RAG,5ae22b8d554299234fd0440f,What was the father of Kasper Schmeichel voted to be by the IFFHS in 1992?,World's Best Goalkeeper,I don't know. The evidence provided does not contain information about the IFFHS voting for Peter Schmeichel in 1992 for his son Kasper Schmeichel.,0.0,0.0,0.0,0.0,1.0,0.4
WEAR-RAG,5a722b8655429971e9dc9329,Who was the writer of These Boots Are Made for Walkin' and who died in 2007?,Barton Lee Hazlewood,"Lee Hazlewood wrote ""These Boots Are Made for Walkin'."" I don't have information about the death of any individual from the provided evidence in 2007.",0.0,0.1538,0.1538,0.087,1.0,0.2
WEAR-RAG,5adf37a95542995ec70e8f97,"The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year?",1838,Virginia Commonwealth University was founded in 1838.,0.0,0.25,0.25,0.1429,1.0,0.4
WEAR-RAG,5abd259d55429924427fcf1a,"Are both Dictyosperma, and Huernia described as a genus?",yes,"Yes, both Dictyosperma and Huernia are described as a genus.",0.0,0.2,0.2,0.1111,1.0,1.0
WEAR-RAG,5a828c8355429966c78a6a50,Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding?,Henry J. Kaiser,"Yes, Kaiser Ventures corporation was founded by the American industrialist who became known as the father of modern American shipbuilding, Henry J. Kaiser.",0.0,0.25,0.25,0.1429,1.0,0.4
WEAR-RAG,5a8a3e745542996c9b8d5e70,"What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre?",Arena of Khazan,Arena of Khazan,1.0,1.0,1.0,1.0,1.0,0.4
WEAR-RAG,5ac23ff0554299636651994d,"When was Poison's album ""Shut Up, Make Love"" released?",2000,"The album ""Shut Up, Make Love"" by Poison was released on March 14, 2000.",0.0,0.1429,0.1429,0.0769,1.0,0.4
WEAR-RAG,5ae4a3265542995ad6573de5,"Hayden is a singer-songwriter from Canada, but where does Buck-Tick hail from?","Fujioka, Gunma","Buck-Tick hails from Fujioka, Gunma, Japan.",0.0,0.5,0.5,0.3333,1.0,0.4
WEAR-RAG,5ae0361155429925eb1afc2c,Which  French ace pilot and adventurer fly L'Oiseau Blanc,Charles Eugène,Charles Nungesser flew L'Oiseau Blanc.,0.0,0.2857,0.2857,0.2,0.5,0.4
WEAR-RAG,5abc0a5d5542993f40c73c64,Are Freakonomics and In the Realm of the Hackers both American documentaries?,no,"No, In the Realm of the Hackers is an Australian documentary, while the evidence does not specify the nationality of Freakonomics.",0.0,0.1176,0.1176,0.0625,1.0,0.6
WEAR-RAG,5a7cc50e554299452d57ba3e,"Which band, Letters to Cleo or Screaming Trees, had more members?",Letters to Cleo,"Screaming Trees had more members. The members of Screaming Trees, as mentioned in the evidence, are Mark Lanegan, Gary Lee Conner, Van Conner, Mark Pickerel, and later Barrett Martin. Letters to Cleo, on the other hand, consists of Kay Hanley, Greg McKenna, Michael Eisenstein, Stacy Jones, and Scott Riebling.",0.0,0.1224,0.1224,0.0652,1.0,0.4
WEAR-RAG,5abf63f15542997ec76fd3ea,Alexander Kerensky was defeated and destroyed by the Bolsheviks in the course of a civil war that ended when ?,October 1922,"The Russian Civil War ended in 1923, as per the evidence provided. However, Alexander Kerensky's anti-Bolshevik faction of the Socialist Revolutionary Party was defeated and destroyed by the Bolsheviks in the course of the Russian Civil War, as stated in Evidence 3.",0.0,0.0,0.0,0.0,1.0,0.4
WEAR-RAG,5a8ef2a75542995a26add583,Seven Brief Lessons on Physics was written by an Italian physicist that has worked in France since what year?,2000,"Since 2000, as per Evidence 2.",0.0,0.2857,0.2857,0.1667,1.0,0.4
WEAR-RAG,5a80721b554299485f5985ef,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II,"The Livesey Hall War Memorial commemorates the fallen of World War I and World War II. However, the question asks for the war that had over 60 million casualties, and only World War II fits that description. Therefore, the answer is World War II.",0.0,0.1429,0.1429,0.0769,1.0,0.4
WEAR-RAG,5ab51dae5542991779162d82,Are both Elko Regional Airport and Gerald R. Ford International Airport located in Michigan?,no,"Yes, Gerald R. Ford International Airport is located in Michigan. Elko Regional Airport is located in Nevada.",0.0,0.0,0.0,0.0,1.0,0.4
WEAR-RAG,5a7571135542992d0ec05f98,Ralph Hefferline was a psychology professor at a university that is located in what city?,New York City,New York City,1.0,1.0,1.0,1.0,1.0,0.4
WEAR-RAG,5a7a0e1e5542990783324e1a,Which dog's ancestors include Gordon and Irish Setters: the Manchester Terrier or the Scotch Collie?,Scotch Collie,"The Scotch Collie, according to the provided evidence.",0.0,0.5,0.5,0.3333,1.0,0.4
WEAR-RAG,5a74106b55429979e288289e,Where is the company that Sachin Warrier worked for as a software engineer headquartered? ,Mumbai,"The company that Sachin Warrier worked for as a software engineer, Tata Consultancy Services, is headquartered in Mumbai, Maharashtra.",0.0,0.1111,0.1111,0.0588,1.0,0.4
WEAR-RAG,5a79311755429970f5fffe67,"A Japanese manga series based on a 16 year old high school student Ichitaka Seto, is written and illustrated by someone born in what year?",1962,"Masakazu Katsura, the author of I's, was born in 1963.",0.0,0.0,0.0,0.0,1.0,0.2
WEAR-RAG,5ab2d3df554299194fa9352c,The battle in which Giuseppe Arimondi lost his life secured what for Ethiopia?,sovereignty,"The Battle of Adwa, in which Giuseppe Arimondi lost his life, secured Ethiopia's sovereignty and freedom from colonization. This battle was a decisive defeat for Italy and was climactic in the First Italo-Ethiopian War. The Treaty of Addis Ababa, signed after this battle, formally ended the war on terms mostly favorable to Ethiopia, including the abrogation of the Treaty of Wuchale and the recognition of Ethiopia as an independent country.",0.0,0.0323,0.0323,0.0164,1.0,0.4
WEAR-RAG,5a760ab65542994ccc918697,Alfred Balk served as the secretary of the Committee on the Employment of Minority Groups in the News Media under which United States Vice President?,Nelson Rockefeller,"Alfred Balk served as the secretary of New York Governor Nelson Rockefeller's Committee on the Employment of Minority Groups in the News Media. However, it's important to note that Nelson Rockefeller was a former Vice President of the United States, but the service mentioned in the evidence occurred during his tenure as Governor of New York, not as Vice President.",0.0,0.0727,0.0727,0.0377,1.0,0.4
WEAR-RAG,5a7d54165542995f4f402256,"A medieval fortress in Dirleton, East Lothian, Scotland borders on the south side of what coastal area?",Yellowcraig,"The medieval fortress in Dirleton, East Lothian, Scotland borders on the south side of Yellowcraig.",0.0,0.1429,0.1429,0.0769,1.0,0.4
WEAR-RAG,5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,"Phil Spector is the writer of the song ""To Know Him Is to Love Him,"" which was inspired by words on his father's tombstone.",0.0,0.1667,0.1667,0.0909,1.0,0.4
WEAR-RAG,5add61d65542995b365fab21,What type of forum did a former Soviet statesman initiate?,Organizations could come together to address global issues,"A former Soviet statesman, Mikhail Gorbachev, initiated a forum called the World Summit of Nobel Peace Laureates.",0.0,0.0,0.0,0.0,1.0,0.4
WEAR-RAG,5a8e068b5542995085b37384,Are Ferocactus and Silene both types of plant?,yes,"Yes, both Ferocactus and Silene are types of plants.",0.0,0.2,0.2,0.1111,1.0,0.4
WEAR-RAG,5abbf698554299114383a0b5,Which British first-generation jet-powered medium bomber was used in the South West Pacific theatre of World War II?,English Electric Canberra,The English Electric Canberra was used in the South West Pacific theatre of World War II. [Evidence 3],0.0,0.3158,0.3158,0.1875,0.5,0.4
WEAR-RAG,5a8e1027554299653c1aa15f,Which year and which conference was the 14th season for this conference as part of the NCAA Division that the Colorado Buffaloes played in with a record of 2-6 in conference play?,2009 Big 12 Conference,The 14th season for the conference that the Colorado Buffaloes played in with a record of 2-6 in conference play was the 2009 Big 12 Conference football season.,0.0,0.2963,0.2963,0.1739,1.0,0.4
WEAR-RAG,5ab84bf555429916710eb01f,In 1991 Euromarché was bought by a chain that operated how any hypermarkets at the end of 2016?,"1,462","Carrefour operated 1,462 hypermarkets at the end of 2016. (Evidence 2)",0.0,0.1818,0.1818,0.1,1.0,0.4
WEAR-RAG,5a77724455429972597f153e,What race track in the midwest hosts a 500 mile race eavery May?,Indianapolis Motor Speedway,I don't know. The provided evidence does not mention any race track in the Midwest that hosts a 500-mile race every May.,0.0,0.0,0.0,0.0,0.0,0.0
WEAR-RAG,5a87c13f5542996e4f30890c,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,"The ""Prince of tenors,"" Franco Corelli, starred in a film based on an opera by Giacomo Puccini in Rome. (Evidence 4)",0.0,0.1053,0.1053,0.0556,1.0,0.4
WEAR-RAG,5ab96ab755429970cfb8eacd,"Ellie Goulding worked with what other writers on her third studio album, Delirium?","Max Martin, Savan Kotecha and Ilya Salmanzadeh","Ellie Goulding worked with Max Martin, Savan Kotecha, and Ilya Salmanzadeh on her third studio album, ""Delirium."" (Evidence 3)",0.0,0.5385,0.5385,0.3684,1.0,0.4
WEAR-RAG,5a8a43eb5542996c9b8d5e82,Which Australian city founded in 1838 contains a boarding school opened by a Prime Minister of Australia and named after a school in London of the same name.,"Marion, South Australia","The Australian city containing a boarding school opened by a Prime Minister of Australia and named after a school in London of the same name is Marion, South Australia. The Westminster School in Marion was opened by Prime Minister Robert Menzies and named after Westminster School in London.",0.0,0.1333,0.1333,0.0714,1.0,0.4
WEAR-RAG,5ae73acb5542991e8301cc07,D1NZ is a series based on what oversteering technique?,Drifting,"D1NZ is a series based on the drifting technique, where the driver intentionally oversteers with loss of traction in the rear wheels or all tires, while maintaining control and driving the car through the entirety of a corner. (Evidence 2)",0.0,0.0588,0.0588,0.0303,1.0,0.4
WEAR-RAG,5a7320565542991f9a20c61d,who is younger Keith Bostic or Jerry Glanville ?,Keith Bostic,Jerry Glanville is younger than Keith Bostic.,0.0,0.4444,0.4444,0.2857,1.0,0.4
WEAR-RAG,5ae32e125542991a06ce9946,"According to the 2001 census, what was the population of the city in which Kirton End is located?","35,124",I don't know. The evidence provided does not contain information about the population of the city in which Kirton End is located.,0.0,0.0,0.0,0.0,1.0,0.4
WEAR-RAG,5adc53f75542996e6852530a,Are both Cypress and Ajuga genera?,no,"No, Cypress and Ajuga are not the same genera. Cypress belongs to the family Cupressaceae, while Ajuga belongs to the Lamiaceae family.",0.0,0.1,0.1,0.0526,1.0,0.4
WEAR-RAG,5a8b20335542996c9b8d5fb3,What distinction is held by the former NBA player who was a member of the Charlotte Hornets during their 1992-93 season and was head coach for the WNBA team Charlotte Sting?,shortest player ever to play in the National Basketball Association,Muggsy Bogues is the former NBA player who was a member of the Charlotte Hornets during their 1992-93 season and was also the head coach for the WNBA team Charlotte Sting.,0.0,0.0571,0.0571,0.0385,1.0,0.4
WEAR-RAG,5a85fb085542994775f606de,What is the name of the executive producer of the film that has a score composed by Jerry Goldsmith?,Ronald Shusett,Steven Spielberg (Innerspace),0.0,0.0,0.0,0.0,1.0,0.2
WEAR-RAG,5a7be2595542997c3ec972ac,"Who was born earlier, Emma Bull or Virginia Woolf?",Adeline Virginia Woolf,Virginia Woolf was born earlier than Emma Bull.,0.0,0.3636,0.3636,0.25,1.0,0.4
WEAR-RAG,5a77152355429966f1a36c2e,What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of?,821,"I don't know. The provided evidence does not contain information about the Roud Folk Song Index of the nursery rhyme inspiring ""What Are Little Girls Made Of.""",0.0,0.0,0.0,0.0,0.0,0.0
WEAR-RAG,5a8f4c8d554299458435d5a3,Scott Parkin has been a vocal critic of Exxonmobil and another corporation that has operations in how many countries ?,more than 70 countries,"I don't know. The evidence provided does not mention the number of countries Halliburton operates in, but it is stated that Halliburton is one of the corporations Scott Parkin has been critical of, and it operates in more than 70 countries. However, the evidence does not specify if ExxonMobil operates in the same number of countries.",0.0,0.1455,0.1455,0.0784,1.0,0.4
WEAR-RAG,5a80840f554299485f59863b,What WB supernatrual drama series was Jawbreaker star Rose Mcgowan best known for being in?,Charmed,Charmed,1.0,1.0,1.0,1.0,1.0,0.4
WEAR-RAG,5a8361b65542992ef85e22a0,Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?,International Boxing Hall of Fame,"The International Boxing Federation (IBF), which Vince Phillips held the junior welterweight title from 1997 to 1999, is one of four major organizations recognized by the International Boxing Hall of Fame (IBHOF).",0.0,0.2941,0.2941,0.1724,1.0,0.4
WEAR-RAG,5ae7ba7a5542993210983f12,"What is the name of the singer who's song was released as the lead single from the album ""Confessions"", and that had popular song stuck behind for eight consecutive weeks?",Usher,Usher,1.0,1.0,1.0,1.0,1.0,0.6
WEAR-RAG,5ac2acff55429921a00ab02b,who is the younger brother of The episode guest stars of The Hard Easy ,Bill Murray,"I don't know. The provided evidence does not mention any younger brother of the guest stars in ""The Hard Easy"" (2006 film).",0.0,0.0,0.0,0.0,1.0,0.4
WEAR-RAG,5aba7cfe554299232ef4a2fd,The 2017–18 Wigan Athletic F.C. season will be a year in which the team competes in the league cup known as what for sponsorship reasons?,Carabao Cup,"The 2017–18 Wigan Athletic F.C. season will be a year in which the team competes in the EFL Cup, which is currently known as the Carabao Cup for sponsorship reasons.",0.0,0.1481,0.1481,0.08,1.0,0.4
WEAR-RAG,5ae5aba0554299546bf82f17,"Which of Tara Strong major voice role in animated series is an American animated television series based on the DC Comics fictional superhero team, the ""Teen Titans""?",Teen Titans Go!,"Tara Strong's major voice role in an animated series that is based on the DC Comics fictional superhero team, the ""Teen Titans"", is both ""Teen Titans"" and ""Teen Titans Go!"".",0.0,0.2,0.2,0.1111,0.5,0.4
WEAR-RAG,5ae1f4cb554299234fd0436d,What is the inhabitant of the city where  122nd SS-Standarte was formed in2014,"276,170 inhabitants",I don't know. The provided evidence does not contain information about the city's inhabitants in 2014.,0.0,0.125,0.125,0.0714,1.0,0.4
WEAR-RAG,5ae7e1fc55429952e35ea9cc,What color clothing do people of the Netherlands wear during Oranjegekte or to celebrate the national holiday Koningsdag? ,orange,People of the Netherlands wear orange clothing during Oranjegekte or to celebrate the national holiday Koningsdag.,0.0,0.1333,0.1333,0.0714,1.0,0.4
WEAR-RAG,5ae37c765542992f92d822d4,"What was the name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn?",Tromeo and Juliet,Tromeo and Juliet,1.0,1.0,1.0,1.0,1.0,0.4
WEAR-RAG,5ae33c4d5542992f92d82262,Robert Suettinger was the national intelligence officer under which former Governor of Arkansas?,William Jefferson Clinton,"Robert Suettinger was the national intelligence officer under President Bill Clinton, who was previously the Governor of Arkansas.",0.0,0.1053,0.1053,0.0625,1.0,0.6
WEAR-RAG,5a77cb335542997042120b3a,What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal?,John John Florence,"John John Florence, born on 18 October 1992, won the Rip Curl Pro Portugal.",0.0,0.375,0.375,0.2308,1.0,0.4
WEAR-RAG,5a8979f4554299669944a52e,What is the middle name of the actress who plays Bobbi Bacha in Suburban Madness?,Ann,I don't know. The provided evidence does not mention the middle name of the actress who plays Bobbi Bacha in Suburban Madness.,0.0,0.0,0.0,0.0,1.0,0.4
WEAR-RAG,5a713ea95542994082a3e6e4,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,Apalachees,Alvaro Mexia had a diplomatic mission with the Ais native population.,0.0,0.0,0.0,0.0,1.0,0.2
WEAR-RAG,5a78bd9b554299078472774a,What nationality were social anthropologists Alfred Gell and Edmund Leach?,British,Both Alfred Gell and Edmund Leach were British.,0.0,0.2222,0.2222,0.125,1.0,0.4
WEAR-RAG,5a7625e8554299109176e66a,In which year was the King who made the 1925 Birthday Honours born?,1865,"George V, the King who made the 1925 Birthday Honours, was born in 1865.",0.0,0.1538,0.1538,0.0833,1.0,0.4
WEAR-RAG,5ae2dd2055429928c423950d,"What is the county seat of the county where East Lempster, New Hampshire is located?",Newport,"The county seat of the county where East Lempster, New Hampshire is located is not explicitly stated in the provided evidence. However, since East Lempster is in the town of Lempster, which is in Sullivan County (Evidence 2), and Sullivan County's county seat is Newport (Evidence 4), it can be inferred that Newport is the county seat for the county where East Lempster is located.",0.0,0.0333,0.0333,0.0169,1.0,0.4
WEAR-RAG,5abdf12255429976d4830a2f,The Album Against the Wind was the 11th Album of a Rock singer Robert C Seger born may 6 1945. What was the Rock singers stage name ?,Bob Seger,The Rock singer's stage name is Bob Seger.,0.0,0.4444,0.4444,0.2857,1.0,0.4
WEAR-RAG,5a88658955429938390d3f47,Rostker v. Goldberg held that the practice of what way of filling armed forces vacancies was consitutional?,Conscription,Rostker v. Goldberg held that the practice of requiring only men to register for the draft was constitutional.,0.0,0.0,0.0,0.0,1.0,0.4
WEAR-RAG,5a86ebac55429960ec39b6d6,"Handi-Snacks are a snack food product line sold by what American multinational confectionery, food, and beverage company that is based in Illinois?","Mondelez International, Inc.","Handi-Snacks are a snack food product line sold by Mondelez International, an American multinational confectionery, food, and beverage company based in Illinois.",0.0,0.1739,0.1739,0.1,1.0,0.4
WEAR-RAG,5aba5d2e55429901930fa799,"What was the name of a woman from the book titled ""Their Lives: The Women Targeted by the Clinton Machine "" and was also a former white house intern?",Monica Lewinsky,Monica Lewinsky,1.0,1.0,1.0,1.0,1.0,0.4
WEAR-RAG,5ae5736e5542990ba0bbb2b3,"When was the American lawyer, lobbyist and political consultant who was a senior member of the presidential campaign of Donald Trump born?","April 1, 1949","Paul John Manafort Jr. was born on April 1, 1949.",0.0,0.4615,0.4615,0.3,1.0,0.4
WEAR-RAG,5ae005b555429942ec259bec,"In what year was the novel that Lourenço Mutarelli based ""Nina"" on based first published?",1866,"I don't know. The evidence provided does not specify the year when the novel ""Crime and Punishment"" by Fyodor Dostoyevsky was first published.",0.0,0.0,0.0,0.0,1.0,0.2
WEAR-RAG,5a7759fc5542993569682d60,Where are Teide National Park and Garajonay National Park located?,"Canary Islands, Spain","Teide National Park is located in Tenerife, and Garajonay National Park is located in La Gomera, both in the Canary Islands, Spain.",0.0,0.25,0.25,0.1429,1.0,0.4
WEAR-RAG,5a835478554299123d8c20ed,How many copies of Roald Dahl's variation on a popular anecdote sold?,250 million,"I don't know. The evidence provided does not contain information about the number of copies sold for ""Mrs. Bixby and the Colonel's Coat.""",0.0,0.0,0.0,0.0,1.0,0.4
WEAR-RAG,5aba749055429901930fa7d8,What occupation do Chris Menges and Aram Avakian share?,director,Chris Menges and Aram Avakian share the occupation of being film directors.,0.0,0.0,0.0,0.0,1.0,0.4
WEAR-RAG,5abfb3425542990832d3a1c0,Andrew Jaspan was the co-founder of what not-for-profit media outlet?,The Conversation,"Andrew Jaspan was the co-founder of ""The Conversation,"" an independent not-for-profit media outlet.",0.0,0.1818,0.1818,0.1,1.0,0.4
WEAR-RAG,5ac3165c5542995ef918c10a,Which American film director hosted the 18th Independent Spirit Awards in 2002?,John Waters,John Waters hosted the 18th Independent Spirit Awards in 2002.,0.0,0.3636,0.3636,0.2222,1.0,0.4
WEAR-RAG,5ae53b545542990ba0bbb23c,Where does the hotel and casino located in which Bill Cosby's third album was recorded?,Las Vegas Strip in Paradise,"The hotel and casino where Bill Cosby's third album was recorded is located in Las Vegas, Nevada. [Evidence 1]",0.0,0.2609,0.1739,0.1667,1.0,0.4
WEAR-RAG,5ae224da554299234fd043ee,Do the drinks Gibson and Zurracapote both contain gin?,no,"No, the Gibson and Zurracapote do not both contain gin. The Gibson contains gin, while Zurracapote does not.",0.0,0.1176,0.1176,0.0625,1.0,0.4
WEAR-RAG,5ae2b770554299495565db0f,"In what month is the annual documentary film festival, that is presented by the fortnightly published British journal of literary essays, held? ",March and April,"I don't know. The evidence provided does not specify the month when the London International Documentary Festival (LIDF), which is presented in association with the London Review of Books, takes place.",0.0,0.0,0.0,0.0,1.0,0.4
WEAR-RAG,5a80b3a9554299485f5986cc,Tysons Galleria is located in what county?,Fairfax County,"Tysons Galleria is located in Fairfax County, Virginia.",0.0,0.4,0.4,0.25,0.5,0.6
WEAR-RAG,5a8e0a005542995085b373a1,Bordan Tkachuk was the CEO of a company that provides what sort of products?,IT products and services,"Bordan Tkachuk was the CEO of Viglen, a company that provides IT products and services, including storage systems, servers, workstations, data/voice communications equipment and services. (Evidence 3)",0.0,0.2759,0.2759,0.16,1.0,0.4
WEAR-RAG,5ac1b8ee5542994d76dccedc,"Which filmmaker was known for animation, Lev Yilmaz or Pamela B. Green?",Levni Yilmaz,Lev Yilmaz was known for animation.,0.0,0.25,0.25,0.1667,1.0,0.4
